Assembly_Accession,tax_id,Species,Kingdom,Phylum,Class,FTP_path
GCF_002080455.1,1972846,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/455/GCF_002080455.1_ASM208045v1
GCF_002113825.1,1974213,,Bacteria,Chlorobi,Chlorobia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/113/825/GCF_002113825.1_ASM211382v1
GCF_009739905.1,1977088,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/739/905/GCF_009739905.1_ASM973990v1
GCF_002863825.1,1977566,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/825/GCF_002863825.1_ASM286382v1
GCF_004564215.1,1978229,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/215/GCF_004564215.1_ASM456421v1
GCF_002009425.1,1978339,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/425/GCF_002009425.1_ASM200942v1
GCF_002843285.1,1978467,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/843/285/GCF_002843285.1_ASM284328v1
GCF_002205495.2,1978566,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/495/GCF_002205495.2_ASM220549v2
GCF_002105775.1,1980001,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/775/GCF_002105775.1_ASM210577v1
GCF_003184205.1,1980674,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/205/GCF_003184205.1_ASM318420v1
GCF_002117485.1,1981173,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/485/GCF_002117485.1_ASM211748v1
GCF_002163625.1,1981174,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/625/GCF_002163625.1_ASM216362v1
GCF_002269345.1,1982042,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/345/GCF_002269345.1_ASM226934v1
GCF_002288075.1,1984801,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/075/GCF_002288075.1_ASM228807v1
GCF_002759095.1,317013,Xanthomonas phaseoli,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/759/095/GCF_002759095.1_ASM275909v1
GCF_002162035.1,1985873,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/035/GCF_002162035.1_ASM216203v1
GCF_002952055.1,1986146,,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/055/GCF_002952055.1_ASM295205v1
GCF_900184705.1,1986204,,Bacteria,Chloroflexi,Anaerolineae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/184/705/GCF_900184705.1_CAMBI-1
GCF_002162315.1,1986224,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/315/GCF_002162315.1_ASM216231v1
GCF_002151545.1,1986952,,Bacteria,Bacteroidetes,Sphingobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/151/545/GCF_002151545.1_ASM215154v1
GCF_003194085.1,1987356,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/194/085/GCF_003194085.1_ASM319408v1
GCF_002850495.1,1987500,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/495/GCF_002850495.1_ASM285049v1
GCF_009914335.1,1987580,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/914/335/GCF_009914335.1_ASM991433v1
GCF_002162135.1,1987723,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/135/GCF_002162135.1_ASM216213v1
GCF_003130705.1,1990687,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/130/705/GCF_003130705.1_ASM313070v1
GCF_002196555.1,2003121,,Bacteria,Bacteroidetes,Sphingobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/196/555/GCF_002196555.1_ASM219655v1
GCF_003966955.1,2003188,,Bacteria,Actinobacteria,Coriobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/955/GCF_003966955.1_ASM396695v1
GCF_004916735.1,2003370,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/916/735/GCF_004916735.1_ASM491673v1
GCF_002240455.1,2003551,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/455/GCF_002240455.1_ASM224045v1
GCF_002165255.2,2004644,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/255/GCF_002165255.2_ASM216525v2
GCF_002165305.2,2004646,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/305/GCF_002165305.2_ASM216530v2
GCF_002165295.2,2004647,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/295/GCF_002165295.2_ASM216529v2
GCF_002165375.2,2004650,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/375/GCF_002165375.2_ASM216537v2
GCF_002192255.1,2005046,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/255/GCF_002192255.1_ASM219225v1
GCF_002776555.1,2005262,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/776/555/GCF_002776555.1_ASM277655v1
GCF_004011755.1,2005388,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/011/755/GCF_004011755.1_ASM401175v1
GCF_002368355.1,2005460,,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/368/355/GCF_002368355.1_ASM236835v1
GCF_002368395.1,2005462,,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/368/395/GCF_002368395.1_ASM236839v1
GCF_002368455.1,2005469,,Bacteria,Cyanobacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/368/455/GCF_002368455.1_ASM236845v1
GCF_002197645.1,2005703,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/645/GCF_002197645.1_ASM219764v1
GCF_002354895.1,2005884,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/354/895/GCF_002354895.1_ASM235489v1
GCF_002832675.1,2005885,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/675/GCF_002832675.1_ASM283267v1
GCF_002327105.1,2006110,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/327/105/GCF_002327105.1_ASM232710v1
GCF_003290445.1,2007306,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/290/445/GCF_003290445.1_ASM329044v1
GCF_002814095.1,2009329,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/814/095/GCF_002814095.1_ASM281409v1
GCF_002201875.1,2009331,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/875/GCF_002201875.1_ASM220187v1
GCF_003967035.1,2010829,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/035/GCF_003967035.1_ASM396703v1
GCF_010977555.1,2010972,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/977/555/GCF_010977555.1_ASM1097755v1
GCF_003264115.1,2011159,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/264/115/GCF_003264115.1_ASM326411v1
GCF_900079785.1,2013114,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/079/785/GCF_900079785.1_CITRO86_PRJEB13532_v1
GCF_002216685.1,2014742,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/685/GCF_002216685.1_ASM221668v1
GCF_002025725.1,2014887,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/725/GCF_002025725.1_ASM202572v1
GCF_002216065.1,2015076,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/065/GCF_002216065.1_ASM221606v1
GCF_002220095.1,2015316,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/095/GCF_002220095.1_ASM222009v1
GCF_004010915.1,2015795,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/915/GCF_004010915.1_ASM401091v1
GCF_003347095.1,2016517,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/347/095/GCF_003347095.1_ASM334709v1
GCF_004216475.1,2017482,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/216/475/GCF_004216475.1_ASM421647v1
GCF_002216775.1,2017483,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/775/GCF_002216775.1_ASM221677v1
GCF_002407185.1,2017484,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/407/185/GCF_002407185.1_ASM240718v1
GCF_002216795.1,2017485,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/795/GCF_002216795.1_ASM221679v1
GCF_002943525.1,2018025,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/943/525/GCF_002943525.1_ASM294352v1
GCF_002754815.1,2018065,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/754/815/GCF_002754815.1_ASM275481v1
GCF_002591235.1,2018067,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/591/235/GCF_002591235.1_ASM259123v1
GCF_002216875.1,2018305,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/875/GCF_002216875.1_ASM221687v1
GCF_900079795.1,2019568,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/079/795/GCF_900079795.1_CITRO92_PRJEB13533_v1
GCF_000172695.2,2020311,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/695/GCF_000172695.2_ASM17269v2
GCF_000172795.2,2020312,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/795/GCF_000172795.2_ASM17279v2
GCF_002117725.1,2020313,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/725/GCF_002117725.1_ASM211772v1
GCF_002224285.1,2020486,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/285/GCF_002224285.1_ASM222428v1
GCF_003015185.1,2021234,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/015/185/GCF_003015185.1_ASM301518v1
GCF_002237595.1,2021862,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/595/GCF_002237595.1_ASM223759v1
GCF_003595525.1,2021971,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/595/525/GCF_003595525.1_ASM359552v1
GCF_002952215.1,2023229,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/215/GCF_002952215.1_ASM295221v1
GCF_002243345.2,2023772,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/345/GCF_002243345.2_ASM224334v3
GCF_002285795.1,2024580,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/795/GCF_002285795.1_ASM228579v1
GCF_003491325.1,2025492,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/491/325/GCF_003491325.1_ASM349132v1
GCF_002257545.1,2025808,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/257/545/GCF_002257545.1_ASM225754v1
GCF_002257605.1,2025876,,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/257/605/GCF_002257605.1_ASM225760v1
GCF_002257565.1,2025949,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/257/565/GCF_002257565.1_ASM225756v1
GCF_005848985.1,2026186,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/848/985/GCF_005848985.1_ASM584898v1
GCF_009884315.1,2026187,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/884/315/GCF_009884315.1_ASM988431v1
GCF_006457285.1,2026188,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/457/285/GCF_006457285.1_ASM645728v1
GCF_003966295.1,2026189,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/295/GCF_003966295.1_ASM396629v1
GCF_003612955.1,2026190,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/612/955/GCF_003612955.1_ASM361295v1
GCF_009739945.1,2026191,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/739/945/GCF_009739945.1_ASM973994v1
GCF_002278075.1,2026199,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/075/GCF_002278075.1_ASM227807v1
GCF_002269255.1,2026240,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/255/GCF_002269255.1_ASM226925v1
GCF_002269275.1,2026248,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/275/GCF_002269275.1_ASM226927v1
GCF_003330885.1,2026785,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/330/885/GCF_003330885.1_ASM333088v1
GCF_003285105.1,2026787,,Bacteria,Bacteroidetes,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/105/GCF_003285105.1_ASM328510v1
GCF_900465355.1,2026885,,Bacteria,Candidatus Bipolaricaulota,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/465/355/GCF_900465355.1_Ran1-1
GCF_002843235.3,2027290,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/843/235/GCF_002843235.3_ASM284323v3
GCF_006496635.1,2027405,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/496/635/GCF_006496635.1_ASM649663v1
GCF_003425985.1,2027857,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/425/985/GCF_003425985.1_ASM342598v1
GCF_003286415.2,2027860,,Bacteria,Bacteroidetes,Sphingobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/286/415/GCF_003286415.2_ASM328641v2
GCF_000783675.2,2027919,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/675/GCF_000783675.2_ASM78367v2
GCF_002277895.1,2028343,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/277/895/GCF_002277895.1_ASM227789v1
GCF_004022565.1,2028345,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/022/565/GCF_004022565.1_ASM402256v1
GCF_002557795.1,2029983,,Bacteria,Bacteroidetes,Chitinophagia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/557/795/GCF_002557795.1_ASM255779v1
GCF_002966515.1,2029986,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/966/515/GCF_002966515.1_ASM296651v1
GCF_002849775.1,2030797,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/849/775/GCF_002849775.1_ASM284977v1
GCF_002587065.1,2033032,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/587/065/GCF_002587065.1_ASM258706v1
GCF_002586745.1,2033033,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/586/745/GCF_002586745.1_ASM258674v1
GCF_002356635.1,2033435,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/635/GCF_002356635.1_ASM235663v1
GCF_002966855.1,2033438,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/966/855/GCF_002966855.1_ASM296685v1
GCF_002717025.1,2033844,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/717/025/GCF_002717025.1_ASM271702v1
GCF_002407205.1,2033869,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/407/205/GCF_002407205.1_ASM240720v1
GCF_003546865.1,2036206,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/546/865/GCF_003546865.1_ASM354686v1
GCF_003049805.1,2037915,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/049/805/GCF_003049805.1_ASM304980v1
GCF_003692615.1,2039166,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/692/615/GCF_003692615.1_ASM369261v1
GCF_003351945.1,2040624,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/945/GCF_003351945.1_ASM335194v1
GCF_002441855.2,2041044,,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/441/855/GCF_002441855.2_ASM244185v2
GCF_002288545.1,2042057,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/545/GCF_002288545.1_ASM228854v1
GCF_006385135.1,2043170,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/385/135/GCF_006385135.1_ASM638513v1
GCF_005843885.1,2044467,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/843/885/GCF_005843885.1_ASM584388v1
GCF_003718735.1,2044912,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/718/735/GCF_003718735.1_ASM371873v1
GCF_011064805.1,2045202,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/805/GCF_011064805.1_ASM1106480v1
GCF_002752675.1,2045208,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/752/675/GCF_002752675.1_ASM275267v1
GCF_002865585.1,2045452,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/865/585/GCF_002865585.1_ASM286558v1
GCF_012317585.1,2047767,,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/317/585/GCF_012317585.1_ASM1231758v1
GCF_002844375.1,2048283,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/844/375/GCF_002844375.1_ASM284437v1
GCF_002736105.1,2048654,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/736/105/GCF_002736105.1_ASM273610v1
GCF_002944315.1,2048897,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/944/315/GCF_002944315.1_ASM294431v1
GCF_003856715.1,2048898,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/856/715/GCF_003856715.1_ASM385671v1
GCF_006974145.1,2049305,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/974/145/GCF_006974145.1_ASM697414v1
GCF_003932755.1,2049332,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/932/755/GCF_003932755.1_ASM393275v1
GCF_002753995.1,2049589,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/995/GCF_002753995.1_ASM275399v1
GCF_002946835.1,2049881,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/946/835/GCF_002946835.1_ASM294683v1
GCF_002763675.1,2049935,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/763/675/GCF_002763675.1_ASM276367v1
GCF_002335685.1,2051552,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/335/685/GCF_002335685.1_ASM233568v1
GCF_002787395.1,2051905,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/787/395/GCF_002787395.1_ASM278739v1
GCF_003568865.1,2051957,,Bacteria,Actinobacteria,Rubrobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/568/865/GCF_003568865.1_ASM356886v1
GCF_003052165.1,2052657,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/052/165/GCF_003052165.1_ASM305216v1
GCF_003352005.1,2052660,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/352/005/GCF_003352005.1_ASM335200v1
GCF_002892535.1,2052837,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/892/535/GCF_002892535.1_ASM289253v1
GCF_003047225.1,2052936,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/047/225/GCF_003047225.1_ASM304722v1
GCF_003063705.1,2052938,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/063/705/GCF_003063705.1_ASM306370v1
GCF_009177095.1,2053591,,Bacteria,Planctomycetes,Planctomycetia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/177/095/GCF_009177095.1_ASM917709v1
GCF_002833485.1,2053832,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/485/GCF_002833485.1_ASM283348v1
GCF_001077715.1,2054173,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/715/GCF_001077715.1_ASM107771v1
GCF_009707305.1,2054902,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/707/305/GCF_009707305.1_ASM970730v1
GCF_002804065.1,2055160,,Bacteria,Firmicutes,Bacilli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/804/065/GCF_002804065.1_ASM280406v1
GCF_002808045.1,2055892,,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/808/045/GCF_002808045.1_ASM280804v1
GCF_002952755.1,2056494,,Bacteria,Candidatus Saccharibacteria,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/952/755/GCF_002952755.1_ASM295275v1
GCF_002831565.1,2057025,,Bacteria,Bacteroidetes,Cytophagia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/565/GCF_002831565.1_ASM283156v1
GCF_003325455.1,2057246,,Bacteria,Actinobacteria,Actinobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/325/455/GCF_003325455.1_ASM332545v1
