Accession,tax_id,Species,Kingdom,Phylum,Class,Length,Description
NZ_LR130546.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,112588,"Escherichia coli strain B36 genome assembly, plasmid: 2"
NZ_LR130540.1,244366,Klebsiella variicola,Bacteria,Proteobacteria,Gammaproteobacteria,165705,"Klebsiella variicola strain AJ055 genome assembly, plasmid: 2"
NZ_LR130514.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,2473,"Staphylococcus aureus strain BPH2900 genome assembly, plasmid: 2"
NZ_LR130512.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27204,"Staphylococcus aureus strain BPH2819 genome assembly, plasmid: 2"
NZ_LR130510.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,24885,"Staphylococcus aureus strain BPH2760 genome assembly, plasmid: 2"
NZ_CP035111.1,777,Coxiella burnetii,Bacteria,Proteobacteria,Gammaproteobacteria,37321,"Coxiella burnetii strain nine mile phase II plasmid unnamed, complete sequence"
NZ_LR135316.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,4074,"Enterococcus faecium isolate E7240 genome assembly, plasmid: 10"
NZ_LR135315.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,4374,"Enterococcus faecium isolate E7240 genome assembly, plasmid: 9"
NZ_LR135314.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,5204,"Enterococcus faecium isolate E7240 genome assembly, plasmid: 8"
NZ_LR135313.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,6174,"Enterococcus faecium isolate E7240 genome assembly, plasmid: 7"
NZ_LR135312.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,7985,"Enterococcus faecium isolate E7240 genome assembly, plasmid: 6"
NZ_LR135311.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,27647,"Enterococcus faecium isolate E7240 genome assembly, plasmid: 5"
NZ_LR135310.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,38828,"Enterococcus faecium isolate E7240 genome assembly, plasmid: 4"
NZ_LR135309.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,55609,"Enterococcus faecium isolate E7240 genome assembly, plasmid: 3"
NZ_LR135308.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,156709,"Enterococcus faecium isolate E7240 genome assembly, plasmid: 2"
NZ_LR135257.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,66958,"Enterococcus faecium isolate E7098 genome assembly, plasmid: 4"
NZ_LR135256.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,155151,"Enterococcus faecium isolate E7098 genome assembly, plasmid: 3"
NZ_LR135255.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,218993,"Enterococcus faecium isolate E7098 genome assembly, plasmid: 2"
NZ_LR135234.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,2056,"Enterococcus faecium isolate E7025 genome assembly, plasmid: 9"
NZ_LR135233.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,2947,"Enterococcus faecium isolate E7025 genome assembly, plasmid: 8"
NZ_LR135232.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,7165,"Enterococcus faecium isolate E7025 genome assembly, plasmid: 7"
NZ_LR135231.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,9550,"Enterococcus faecium isolate E7025 genome assembly, plasmid: 6"
NZ_LR135230.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,44498,"Enterococcus faecium isolate E7025 genome assembly, plasmid: 5"
NZ_LR135228.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,56226,"Enterococcus faecium isolate E7025 genome assembly, plasmid: 3"
NZ_LR135227.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,169998,"Enterococcus faecium isolate E7025 genome assembly, plasmid: 2"
NZ_LR135400.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,2947,"Enterococcus faecium isolate E8290 genome assembly, plasmid: 7"
NZ_LR135399.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,3221,"Enterococcus faecium isolate E8290 genome assembly, plasmid: 6"
NZ_LR135398.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,7837,"Enterococcus faecium isolate E8290 genome assembly, plasmid: 5"
NZ_LR135397.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,9317,"Enterococcus faecium isolate E8290 genome assembly, plasmid: 4"
NZ_LR135396.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,63798,"Enterococcus faecium isolate E8290 genome assembly, plasmid: 3"
NZ_LR135395.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,239811,"Enterococcus faecium isolate E8290 genome assembly, plasmid: 2"
NZ_LR135393.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,2056,"Enterococcus faecium isolate E7933 genome assembly, plasmid: 10"
NZ_LR135392.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,3221,"Enterococcus faecium isolate E7933 genome assembly, plasmid: 9"
NZ_LR135391.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,4375,"Enterococcus faecium isolate E7933 genome assembly, plasmid: 8"
NZ_LR135390.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,6083,"Enterococcus faecium isolate E7933 genome assembly, plasmid: 7"
NZ_LR135389.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,7837,"Enterococcus faecium isolate E7933 genome assembly, plasmid: 6"
NZ_LR135388.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,9316,"Enterococcus faecium isolate E7933 genome assembly, plasmid: 5"
NZ_LR135387.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,62379,"Enterococcus faecium isolate E7933 genome assembly, plasmid: 4"
NZ_LR135386.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,70572,"Enterococcus faecium isolate E7933 genome assembly, plasmid: 3"
NZ_LR135385.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,238264,"Enterococcus faecium isolate E7933 genome assembly, plasmid: 2"
NZ_LR135383.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,1932,"Enterococcus faecium isolate E8172 genome assembly, plasmid: 12"
NZ_LR135382.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,3647,"Enterococcus faecium isolate E8172 genome assembly, plasmid: 11"
NZ_LR135381.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,3837,"Enterococcus faecium isolate E8172 genome assembly, plasmid: 10"
NZ_LR135380.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,4372,"Enterococcus faecium isolate E8172 genome assembly, plasmid: 9"
NZ_LR135379.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,4466,"Enterococcus faecium isolate E8172 genome assembly, plasmid: 8"
NZ_LR135378.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,5201,"Enterococcus faecium isolate E8172 genome assembly, plasmid: 7"
NZ_LR135377.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,6095,"Enterococcus faecium isolate E8172 genome assembly, plasmid: 6"
NZ_LR135376.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,6303,"Enterococcus faecium isolate E8172 genome assembly, plasmid: 5"
NZ_LR135375.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,22271,"Enterococcus faecium isolate E8172 genome assembly, plasmid: 4"
NZ_LR135374.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,88799,"Enterococcus faecium isolate E8172 genome assembly, plasmid: 3"
NZ_LR135373.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,156371,"Enterococcus faecium isolate E8172 genome assembly, plasmid: 2"
NZ_AP018384.1,485,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,5598,"Neisseria gonorrhoeae plasmid pBlaTEM FC460 DNA, complete genome"
NZ_AP018380.1,485,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,5819,"Neisseria gonorrhoeae plasmid pBlaTEM FC428 DNA, complete genome"
NZ_AP018379.1,485,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,4153,"Neisseria gonorrhoeae plasmid pCryptic FC428 DNA, complete genome"
NZ_AP018378.1,485,Neisseria gonorrhoeae,Bacteria,Proteobacteria,Betaproteobacteria,39058,"Neisseria gonorrhoeae plasmid pConjugative FC428 DNA, complete genome"
NZ_AP018564.1,985002,Staphylococcus argenteus,Bacteria,Firmicutes,Bacilli,73884,"Staphylococcus argenteus 58113 plasmid p2 DNA, complete genome"
NZ_AP018563.1,985002,Staphylococcus argenteus,Bacteria,Firmicutes,Bacilli,37338,"Staphylococcus argenteus 58113 plasmid p1 DNA, complete genome"
NZ_LR135180.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,139885,"Enterococcus faecium isolate E0595 genome assembly, plasmid: 2"
NZ_LR135178.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,2056,"Enterococcus faecium isolate E4402 genome assembly, plasmid: 5"
NZ_LR135177.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,10188,"Enterococcus faecium isolate E4402 genome assembly, plasmid: 4"
NZ_LR135176.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,16029,"Enterococcus faecium isolate E4402 genome assembly, plasmid: 3"
NZ_LR135175.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,149005,"Enterococcus faecium isolate E4402 genome assembly, plasmid: 2"
NZ_AP018785.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,169561,"Escherichia coli SK1144 plasmid pSK1144, nearly complete genome"
NZ_AP018812.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,62235,"Escherichia coli E2865 plasmid pE2865-4DNA, complete genome"
NZ_AP018811.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,75799,"Escherichia coli E2865 plasmid pE2865-3 DNA, complete genome"
NZ_AP018810.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,92186,"Escherichia coli E2865 plasmid pE2865-2 DNA, complete genome"
NZ_AP018809.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,99498,"Escherichia coli E2865 plasmid pE2865-1 DNA, complete genome"
NZ_LR134113.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,7165,"Enterococcus faecium isolate E6043 genome assembly, plasmid: 0"
NZ_LR134112.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,8671,"Enterococcus faecium isolate E6043 genome assembly, plasmid: 8"
NZ_LR134111.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,37322,"Enterococcus faecium isolate E6043 genome assembly, plasmid: 7"
NZ_LR134110.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,42954,"Enterococcus faecium isolate E6043 genome assembly, plasmid: 6"
NZ_LR134109.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,53831,"Enterococcus faecium isolate E6043 genome assembly, plasmid: 5"
NZ_LR134108.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,54563,"Enterococcus faecium isolate E6043 genome assembly, plasmid: 4"
NZ_LR134107.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,55800,"Enterococcus faecium isolate E6043 genome assembly, plasmid: 3"
NZ_LR134106.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,164095,"Enterococcus faecium isolate E6043 genome assembly, plasmid: 2"
NZ_LR132068.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,141895,"Enterococcus faecium isolate E0139 genome assembly, plasmid: 2"
NZ_LR134097.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,32824,"Enterococcus faecium isolate E1334 genome assembly, plasmid: 3"
NZ_LR134096.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,124986,"Enterococcus faecium isolate E1334 genome assembly, plasmid: 2"
NZ_LR135196.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,1068,"Enterococcus faecium isolate E4438 genome assembly, plasmid: 6"
NZ_LR135195.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,5275,"Enterococcus faecium isolate E4438 genome assembly, plasmid: 5"
NZ_LR135194.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,11208,"Enterococcus faecium isolate E4438 genome assembly, plasmid: 4"
NZ_LR135193.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,64154,"Enterococcus faecium isolate E4438 genome assembly, plasmid: 3"
NZ_LR135192.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,145361,"Enterococcus faecium isolate E4438 genome assembly, plasmid: 2"
NZ_LR135173.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,4147,"Enterococcus faecium isolate E4227 genome assembly, plasmid: 4"
NZ_LR135172.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,46429,"Enterococcus faecium isolate E4227 genome assembly, plasmid: 3"
NZ_LR135171.1,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,175367,"Enterococcus faecium isolate E4227 genome assembly, plasmid: 2"
NZ_AP018801.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,71289,"Escherichia coli E2855 plasmid pE2855-5 DNA, complete genome"
NZ_AP018800.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,81004,"Escherichia coli E2855 plasmid pE2855-4 DNA, complete genome"
NZ_AP018799.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,92697,"Escherichia coli E2855 plasmid pE2855-3 DNA, complete genome"
NZ_AP018798.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,94446,"Escherichia coli E2855 plasmid pE2855-2 DNA, complete genome"
NZ_AP018797.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,125200,"Escherichia coli E2855 plasmid pE2855-1 DNA, complete genome"
NZ_AP018541.1,1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,59322,"Enterococcus faecalis plasmid pKUB3006-3 KUB3006 DNA, complete genome"
NZ_AP018540.1,1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,79566,"Enterococcus faecalis plasmid pKUB3006-2 KUB3006 DNA, complete genome"
NZ_AP018539.1,1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,106370,"Enterococcus faecalis plasmid pKUB3006-1 KUB3006 DNA, complete genome"
NZ_LR027556.1,379347,Epibacterium mobile,Bacteria,Proteobacteria,Alphaproteobacteria,187172,"Epibacterium mobile isolate EPIB1 genome assembly, plasmid: 4"
NZ_LR027555.1,379347,Epibacterium mobile,Bacteria,Proteobacteria,Alphaproteobacteria,135982,"Epibacterium mobile isolate EPIB1 genome assembly, plasmid: 3"
NZ_AP018921.1,2074,Pseudonocardia autotrophica,Bacteria,Actinobacteria,Actinobacteria,289155,"Pseudonocardia autotrophica NBRC 12743 plasmid pPA12743CP DNA, complete genome"
NZ_AP018758.1,2487150,Metakosakonia sp. MRY16-398,Bacteria,Proteobacteria,Gammaproteobacteria,47417,"Metakosakonia sp. MRY16-398 plasmid pMRY16-398_2 DNA, complete genome"
NZ_AP018757.1,2487150,Metakosakonia sp. MRY16-398,Bacteria,Proteobacteria,Gammaproteobacteria,224544,"Metakosakonia sp. MRY16-398 plasmid pMRY16-398_1 DNA, complete genome"
NZ_LR027520.1,274,Thermus thermophilus,Bacteria,Deinococcus-Thermus,Deinococci,370865,"Thermus thermophilus isolate TTHNAR1 genome assembly, plasmid: 4"
NZ_LR027519.1,274,Thermus thermophilus,Bacteria,Deinococcus-Thermus,Deinococci,77135,"Thermus thermophilus isolate TTHNAR1 genome assembly, plasmid: 3"
NZ_LR027518.1,274,Thermus thermophilus,Bacteria,Deinococcus-Thermus,Deinococci,9799,"Thermus thermophilus isolate TTHNAR1 genome assembly, plasmid: 2"
NZ_AP018521.1,2082188,Sphingobium sp. YG1,Bacteria,Proteobacteria,Alphaproteobacteria,66642,"Sphingobium sp. YG1 plasmid pYGP2 DNA, complete genome"
NZ_AP018520.1,2082188,Sphingobium sp. YG1,Bacteria,Proteobacteria,Alphaproteobacteria,214196,"Sphingobium sp. YG1 plasmid pYGP1 DNA, complete genome"
NZ_AP018934.1,33074,Zymobacter palmae,Bacteria,Proteobacteria,Gammaproteobacteria,5060,"Zymobacter palmae IAM14233 plasmid pZB5060 DNA, complete genome"
NZ_AP018051.1,28132,Prevotella melaninogenica,Bacteria,Bacteroidetes,Bacteroidia,8110,"Prevotella melaninogenica plasmid pPME0001 DNA, complete sequence, strain: GAI 07411"
NZ_AP018559.1,297,Hydrogenophilus thermoluteolus,Bacteria,Proteobacteria,Hydrogenophilalia,65637,"Hydrogenophilus thermoluteolus TH-1 plasmid pTH1 DNA, complete genome"
NZ_AP018924.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,21326,"Staphylococcus aureus JMUB3031 plasmid pJMUB3031 DNA, complete genome"
NZ_LS997977.1,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,1975,"Salmonella enterica subsp. enterica serovar Typhimurium strain D23580 genome assembly, plasmid: D23580_liv_pBT3"
NZ_LS997976.1,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,2556,"Salmonella enterica subsp. enterica serovar Typhimurium strain D23580 genome assembly, plasmid: D23580_liv_pBT2"
NZ_LS997975.1,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,84543,"Salmonella enterica subsp. enterica serovar Typhimurium strain D23580 genome assembly, plasmid: D23580_liv_pBT1"
NZ_LS997974.1,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,116575,"Salmonella enterica subsp. enterica serovar Typhimurium strain D23580 genome assembly, plasmid: D23580_liv_pSLT-BT"
NZ_LS991422.1,1582,Lactobacillus casei,Bacteria,Firmicutes,Bacilli,27649,"Lactobacillus casei isolate CECT 9104 genome assembly, plasmid: 2"
NZ_LN898145.1,293371,Lactobacillus oligofermentans,Bacteria,Firmicutes,Bacilli,43810,"Lactobacillus oligofermentans DSM 15707 = LMG 22743 isolate LACOL genome assembly, plasmid: II"
NZ_CP026058.1,546,Citrobacter freundii,Bacteria,Proteobacteria,Gammaproteobacteria,326508,"Citrobacter freundii strain FDAARGOS_73 plasmid unnamed2, complete sequence"
NZ_CP026057.1,546,Citrobacter freundii,Bacteria,Proteobacteria,Gammaproteobacteria,60032,"Citrobacter freundii strain FDAARGOS_73 plasmid unnamed1, complete sequence"
NZ_CP019601.1,159,Brachyspira hyodysenteriae,Bacteria,Spirochaetes,Spirochaetia,36316,"Brachyspira hyodysenteriae strain BH718 plasmid pBH718, complete sequence"
NZ_LT969521.1,287,Pseudomonas aeruginosa,Bacteria,Proteobacteria,Gammaproteobacteria,151612,"Pseudomonas aeruginosa isolate RW109 genome assembly, plasmid: RW109 plasmid 2"
NZ_LN832562.1,34004,Paracoccus aminovorans,Bacteria,Proteobacteria,Alphaproteobacteria,740381,"Paracoccus aminovorans isolate JCM7685 genome assembly, plasmid: IV"
NZ_LN832561.1,34004,Paracoccus aminovorans,Bacteria,Proteobacteria,Alphaproteobacteria,4158,"Paracoccus aminovorans isolate JCM7685 genome assembly, plasmid: III"
NZ_LN832560.1,34004,Paracoccus aminovorans,Bacteria,Proteobacteria,Alphaproteobacteria,185256,"Paracoccus aminovorans isolate JCM7685 genome assembly, plasmid: II"
NZ_AP017661.1,120107,Sphingobium cloacae,Bacteria,Proteobacteria,Alphaproteobacteria,33768,"Sphingobium cloacae plasmid pSCLO_7 DNA, complete sequence, strain: JCM 10874"
NZ_AP017660.1,120107,Sphingobium cloacae,Bacteria,Proteobacteria,Alphaproteobacteria,52690,"Sphingobium cloacae plasmid pSCLO_6 DNA, complete sequence, strain: JCM 10874"
NZ_AP017659.1,120107,Sphingobium cloacae,Bacteria,Proteobacteria,Alphaproteobacteria,57701,"Sphingobium cloacae plasmid pSCLO_5 DNA, complete sequence, strain: JCM 10874"
NZ_AP017658.1,120107,Sphingobium cloacae,Bacteria,Proteobacteria,Alphaproteobacteria,108910,"Sphingobium cloacae plasmid pSCLO_4 DNA, complete sequence, strain: JCM 10874"
NZ_AP017657.1,120107,Sphingobium cloacae,Bacteria,Proteobacteria,Alphaproteobacteria,151712,"Sphingobium cloacae plasmid pSCLO_3 DNA, complete sequence, strain: JCM 10874"
NZ_AP017656.1,120107,Sphingobium cloacae,Bacteria,Proteobacteria,Alphaproteobacteria,375493,"Sphingobium cloacae plasmid pSCLO_2 DNA, complete sequence, strain: JCM 10874"
NZ_CP015280.1,222805,Mycobacterium chimaera,Bacteria,Actinobacteria,Actinobacteria,110830,"Mycobacterium chimaera strain DSM 44623 plasmid unnamed 2, complete sequence"
NZ_CP015279.1,222805,Mycobacterium chimaera,Bacteria,Actinobacteria,Actinobacteria,157126,"Mycobacterium chimaera strain DSM 44623 plasmid unnamed 1, complete sequence"
NZ_CP021180.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,135720,"Escherichia coli strain 81009 plasmid pEC-81009, complete sequence"
NZ_LT671860.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27437,"Staphylococcus aureus subsp. aureus isolate Clinical isolate genome assembly, plasmid: II"
NZ_CP018096.1,444444,Chelatococcus daeguensis,Bacteria,Proteobacteria,Alphaproteobacteria,534877,"Chelatococcus daeguensis strain TAD1 plasmid pTAD1, complete sequence"
NZ_CP015640.1,244566,Pseudomonas lurida,Bacteria,Proteobacteria,Gammaproteobacteria,77900,"Pseudomonas lurida strain L228 plasmid, complete sequence"
NZ_CP041152.1,2590015,Shewanella sp. SNU WT4,Bacteria,Proteobacteria,Gammaproteobacteria,63478,"Shewanella sp. SNU WT4 plasmid unnamed1, complete sequence"
NZ_CP039372.1,303,Pseudomonas putida,Bacteria,Proteobacteria,Gammaproteobacteria,114265,"Pseudomonas putida strain 1290 plasmid pPp1290, complete sequence"
NZ_CP031905.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,1549,"Escherichia coli O104:H4 strain FWSEC0009 plasmid unnamed20, complete sequence"
